code,name,parent_code,level,category,is_posting,is_active
1599,Provisiones,15,3,Activo,false,true,
159904,Terrenos,1599,4,Activo,true,true,
159906,Materiales proyectos petroleros,1599,4,Activo,true,true,
159908,Construcciones en curso,1599,4,Activo,true,true,
159912,Maquinaria en montaje,1599,4,Activo,true,true,
159916,Construcciones y edificaciones,1599,4,Activo,true,true,
159920,Maquinaria y equipo,1599,4,Activo,true,true,
159924,Equipo de oficina,1599,4,Activo,true,true,
159928,Equipo de computación y comunicación,1599,4,Activo,true,true,
159932,Equipo médico-científico,1599,4,Activo,true,true,
159936,Equipo de hoteles y restaurantes,1599,4,Activo,true,true,
159940,Flota y equipo de transporte,1599,4,Activo,true,true,
159944,Flota y equipo fluvial y/o marítimo,1599,4,Activo,true,true,
159948,Flota y equipo aéreo,1599,4,Activo,true,true,
159952,Flota y equipo férreo,1599,4,Activo,true,true,
159956,"Acueductos, plantas y redes",1599,4,Activo,true,true,
159960,Armamento de vigilancia,1599,4,Activo,true,true,
159962,Envases y empaques,1599,4,Activo,true,true,
159964,Plantaciones agrícolas y forestales,1599,4,Activo,true,true,
159968,Vías de comunicación,1599,4,Activo,true,true,
159972,Minas y canteras,1599,4,Activo,true,true,
159980,Pozos artesianos,1599,4,Activo,true,true,
159984,Yacimientos,1599,4,Activo,true,true,
159988,Semovientes,1599,4,Activo,true,true,
159992,"Propiedades, planta y equipo en tránsito",1599,4,Activo,true,true,
16,Intangibles,1,2,Activo,false,true,
1605,Crédito mercantil,16,3,Activo,false,true,
160505,Formado o estimado,1605,4,Activo,true,true,
160510,Adquirido o comprado,1605,4,Activo,true,true,
160599,Ajustes por inflación,1605,4,Activo,true,true,
1610,Marcas,16,3,Activo,false,true,
161005,Adquiridas,1610,4,Activo,true,true,
161010,Formadas,1610,4,Activo,true,true,
161099,Ajustes por inflación,1610,4,Activo,true,true,
1615,Patentes,16,3,Activo,false,true,
161505,Adquiridas,1615,4,Activo,true,true,
161510,Formadas,1615,4,Activo,true,true,
161599,Ajustes por inflación,1615,4,Activo,true,true,
1620,Concesiones y franquicias,16,3,Activo,false,true,
162005,Concesiones,1620,4,Activo,true,true,
162010,Franquicias,1620,4,Activo,true,true,
162099,Ajustes por inflación,1620,4,Activo,true,true,
1625,Derechos,16,3,Activo,false,true,
162505,Derechos de autor,1625,4,Activo,true,true,
162510,Puesto de bolsa,1625,4,Activo,true,true,
162515,En fideicomisos inmobiliarios,1625,4,Activo,true,true,
162520,En fideicomisos de garantía,1625,4,Activo,true,true,
162525,En fideicomisos de administración,1625,4,Activo,true,true,
162530,De exhibición - películas,1625,4,Activo,true,true,
162535,En bienes recibidos en arrendamiento financiero (leasing),1625,4,Activo,true,true,
162595,Otros,1625,4,Activo,true,true,
162599,Ajustes por inflación,1625,4,Activo,true,true,
1630,Know how,16,3,Activo,false,true,
163099,Ajustes por inflación,1630,4,Activo,true,true,
1635,Licencias,16,3,Activo,false,true,
163599,Ajustes por inflación,1635,4,Activo,true,true,
1698,Depreciación y/o amortización acumulada,16,3,Activo,false,true,
169805,Crédito mercantil,1698,4,Activo,true,true,
169810,Marcas,1698,4,Activo,true,true,
169815,Patentes,1698,4,Activo,true,true,
169820,Concesiones y franquicias,1698,4,Activo,true,true,
169830,Derechos,1698,4,Activo,true,true,
169835,Know how,1698,4,Activo,true,true,
169840,Licencias,1698,4,Activo,true,true,
169899,Ajustes por inflación,1698,4,Activo,true,true,
1699,Provisiones,16,3,Activo,true,true,
17,Diferidos,1,2,Activo,false,true,
1705,Gastos pagados por anticipado,17,3,Activo,false,true,
170505,Intereses,1705,4,Activo,true,true,
170510,Honorarios,1705,4,Activo,true,true,
170515,Comisiones,1705,4,Activo,true,true,
170520,Seguros y fianzas,1705,4,Activo,true,true,
170525,Arrendamientos,1705,4,Activo,true,true,
170530,Bodegajes,1705,4,Activo,true,true,
170535,Mantenimiento equipos,1705,4,Activo,true,true,
170540,Servicios,1705,4,Activo,true,true,
170545,Suscripciones,1705,4,Activo,true,true,
170595,Otros,1705,4,Activo,true,true,
1710,Cargos diferidos,17,3,Activo,false,true,
171004,Organización y preoperativos,1710,4,Activo,true,true,
171008,Remodelaciones,1710,4,Activo,true,true,
171012,"Estudios, investigaciones y proyectos",1710,4,Activo,true,true,
171016,Programas para computador (software),1710,4,Activo,true,true,
171020,Útiles y papelería,1710,4,Activo,true,true,
171024,Mejoras a propiedades ajenas,1710,4,Activo,true,true,
171028,Contribuciones y afiliaciones,1710,4,Activo,true,true,
171032,Entrenamiento de personal,1710,4,Activo,true,true,
171036,Ferias y exposiciones,1710,4,Activo,true,true,
171040,Licencias,1710,4,Activo,true,true,
171044,"Publicidad, propaganda y promoción",1710,4,Activo,true,true,
171048,Elementos de aseo y cafetería,1710,4,Activo,true,true,
171052,Moldes y troqueles,1710,4,Activo,true,true,
171056,Instrumental quirúrgico,1710,4,Activo,true,true,
171060,Dotación y suministro a trabajadores,1710,4,Activo,true,true,
171064,Elementos de ropería y lencería,1710,4,Activo,true,true,
171068,Loza y cristalería,1710,4,Activo,true,true,
171069,Platería,1710,4,Activo,true,true,
171070,Cubiertería,1710,4,Activo,true,true,
171076,Impuesto de renta diferido ?débitos? por diferencias temporales,1710,4,Activo,true,true,
171080,Concursos y licitaciones,1710,4,Activo,true,true,
171095,Otros,1710,4,Activo,true,true,
171099,Ajustes por inflación,1710,4,Activo,true,true,
1715,Costos de exploración por amortizar,17,3,Activo,false,true,
171505,Pozos secos,1715,4,Activo,true,true,
171510,Pozos no comerciales,1715,4,Activo,true,true,
171515,Otros costos de exploración,1715,4,Activo,true,true,
171599,Ajustes por inflación,1715,4,Activo,true,true,
1720,Costos de explotación y desarrollo,17,3,Activo,false,true,
172005,Perforación y explotación,1720,4,Activo,true,true,
172010,Perforaciones campos en desarrollo,1720,4,Activo,true,true,
172015,Facilidades de producción,1720,4,Activo,true,true,
172020,Servicio a pozos,1720,4,Activo,true,true,
172099,Ajustes por inflación,1720,4,Activo,true,true,
1730,Cargos por corrección monetaria diferida,17,3,Activo,true,true,
1798,Amortización acumulada,17,3,Activo,false,true,
179805,Costos de exploración por amortizar,1798,4,Activo,true,true,
179810,Costos de explotación y desarrollo,1798,4,Activo,true,true,
179899,Ajustes por inflación,1798,4,Activo,true,true,
18,Otros activos,1,2,Activo,false,true,
1805,Bienes de arte y cultura,18,3,Activo,false,true,
180505,Obras de arte,1805,4,Activo,true,true,
180510,Bibliotecas,1805,4,Activo,true,true,
180595,Otros,1805,4,Activo,true,true,
180599,Ajustes por inflación,1805,4,Activo,true,true,
1895,Diversos,18,3,Activo,false,true,
189505,Máquinas porteadoras,1895,4,Activo,true,true,
189510,Bienes entregados en comodato,1895,4,Activo,true,true,
189515,Amortización acumulada de bienes entregados en comodato (CR),1895,4,Activo,true,true,
189520,Bienes recibidos en pago,1895,4,Activo,true,true,
189525,Derechos sucesorales,1895,4,Activo,true,true,
189530,Estampillas,1895,4,Activo,true,true,
189595,Otros,1895,4,Activo,true,true,
189599,Ajustes por inflación,1895,4,Activo,true,true,
1899,Provisiones,18,3,Activo,false,true,
189905,Bienes de arte y cultura,1899,4,Activo,true,true,
189995,Diversos,1899,4,Activo,true,true,
19,Valorizaciones,1,2,Activo,false,true,
1905,De inversiones,19,3,Activo,false,true,
190505,Acciones,1905,4,Activo,true,true,
190510,Cuotas o partes de interés social,1905,4,Activo,true,true,
190515,Derechos fiduciarios,1905,4,Activo,true,true,
1910,"De propiedades, planta y equipo",19,3,Activo,false,true,
191004,Terrenos,1910,4,Activo,true,true,
191006,Materiales proyectos petroleros,1910,4,Activo,true,true,
191008,Construcciones y edificaciones,1910,4,Activo,true,true,
191012,Maquinaria y equipo,1910,4,Activo,true,true,
191016,Equipo de oficina,1910,4,Activo,true,true,
191020,Equipo de computación y comunicación,1910,4,Activo,true,true,
191024,Equipo médico-científico,1910,4,Activo,true,true,
191028,Equipo de hoteles y restaurantes,1910,4,Activo,true,true,
191032,Flota y equipo de transporte,1910,4,Activo,true,true,
191036,Flota y equipo fluvial y/o marítimo,1910,4,Activo,true,true,
191040,Flota y equipo aéreo,1910,4,Activo,true,true,
191044,Flota y equipo férreo,1910,4,Activo,true,true,
191048,"Acueductos, plantas y redes",1910,4,Activo,true,true,
191052,Armamento de vigilancia,1910,4,Activo,true,true,
191056,Envases y empaques,1910,4,Activo,true,true,
191060,Plantaciones agrícolas y forestales,1910,4,Activo,true,true,
191064,Vías de comunicación,1910,4,Activo,true,true,
191068,Minas y canteras,1910,4,Activo,true,true,
191072,Pozos artesianos,1910,4,Activo,true,true,
191076,Yacimientos,1910,4,Activo,true,true,
191080,Semovientes,1910,4,Activo,true,true,
1995,De otros activos,19,3,Activo,false,true,
199505,Bienes de arte y cultura,1995,4,Activo,true,true,
199510,Bienes entregados en comodato,1995,4,Activo,true,true,
199515,Bienes recibidos en pago,1995,4,Activo,true,true,
199520,Inventario de semovientes,1995,4,Activo,true,true,
2,Pasivo,,1,Pasivo,false,true,
21,Obligaciones financieras,2,2,Pasivo,false,true,
2105,Bancos nacionales,21,3,Pasivo,false,true,
210505,Sobregiros,2105,4,Pasivo,true,true,
210510,Pagarés,2105,4,Pasivo,true,true,
210515,Cartas de crédito,2105,4,Pasivo,true,true,
210520,Aceptaciones bancarias,2105,4,Pasivo,true,true,
2110,Bancos del exterior,21,3,Pasivo,false,true,
211005,Sobregiros,2110,4,Pasivo,true,true,
211010,Pagarés,2110,4,Pasivo,true,true,
211015,Cartas de crédito,2110,4,Pasivo,true,true,
211020,Aceptaciones bancarias,2110,4,Pasivo,true,true,
2115,Corporaciones financieras,21,3,Pasivo,false,true,
211505,Pagarés,2115,4,Pasivo,true,true,
211510,Aceptaciones financieras,2115,4,Pasivo,true,true,
211515,Cartas de crédito,2115,4,Pasivo,true,true,
211520,Contratos de arrendamiento financiero (leasing),2115,4,Pasivo,true,true,
2120,Compañías de financiamiento comercial,21,3,Pasivo,false,true,
212005,Pagarés,2120,4,Pasivo,true,true,
212010,Aceptaciones financieras,2120,4,Pasivo,true,true,
212020,Contratos de arrendamiento financiero (leasing),2120,4,Pasivo,true,true,
2125,Corporaciones de ahorro y vivienda,21,3,Pasivo,false,true,
212505,Sobregiros,2125,4,Pasivo,true,true,
212510,Pagarés,2125,4,Pasivo,true,true,
212515,Hipotecarias,2125,4,Pasivo,true,true,
2130,Entidades financieras del exterior,21,3,Pasivo,true,true,
2135,Compromisos de recompra de inversiones negociadas,21,3,Pasivo,false,true,
213505,Acciones,2135,4,Pasivo,true,true,
213510,Cuotas o partes de interés social,2135,4,Pasivo,true,true,
213515,Bonos,2135,4,Pasivo,true,true,
213520,Cédulas,2135,4,Pasivo,true,true,
213525,Certificados,2135,4,Pasivo,true,true,
213530,Papeles comerciales,2135,4,Pasivo,true,true,
213535,Títulos,2135,4,Pasivo,true,true,
213540,Aceptaciones bancarias o financieras,2135,4,Pasivo,true,true,
213595,Otros,2135,4,Pasivo,true,true,
2140,Compromisos de recompra de cartera negociada,21,3,Pasivo,true,true,
2145,Obligaciones gubernamentales,21,3,Pasivo,false,true,
214505,Gobierno Nacional,2145,4,Pasivo,true,true,
214510,Entidades oficiales,2145,4,Pasivo,true,true,
2195,Otras obligaciones,21,3,Pasivo,false,true,
219505,Particulares,2195,4,Pasivo,true,true,
219510,Compañías vinculadas,2195,4,Pasivo,true,true,
219515,Casa matriz,2195,4,Pasivo,true,true,
219520,Socios o accionistas,2195,4,Pasivo,true,true,
219525,Fondos y cooperativas,2195,4,Pasivo,true,true,
219530,Directores,2195,4,Pasivo,true,true,
219595,Otras,2195,4,Pasivo,true,true,
22,Proveedores,2,2,Pasivo,false,true,
2205,Nacionales,22,3,Pasivo,true,true,
2210,Del exterior,22,3,Pasivo,true,true,
2215,Cuentas corrientes comerciales,22,3,Pasivo,true,true,
2220,Casa matriz,22,3,Pasivo,true,true,
2225,Compañías vinculadas,22,3,Pasivo,true,true,
23,Cuentas por pagar,2,2,Pasivo,false,true,
2305,Cuentas corrientes comerciales,23,3,Pasivo,true,true,
2310,A casa matriz,23,3,Pasivo,true,true,
2315,A compañías vinculadas,23,3,Pasivo,true,true,
2320,A contratistas,23,3,Pasivo,true,true,
2330,Órdenes de compra por utilizar,23,3,Pasivo,true,true,
2335,Costos y gastos por pagar,23,3,Pasivo,false,true,
233505,Gastos financieros,2335,4,Pasivo,true,true,
233510,Gastos legales,2335,4,Pasivo,true,true,
233515,"Libros, suscripciones, periódicos y revistas",2335,4,Pasivo,true,true,
233520,Comisiones,2335,4,Pasivo,true,true,
233525,Honorarios,2335,4,Pasivo,true,true,
233530,Servicios técnicos,2335,4,Pasivo,true,true,
233535,Servicios de mantenimiento,2335,4,Pasivo,true,true,
233540,Arrendamientos,2335,4,Pasivo,true,true,
233545,"Transportes, fletes y acarreos",2335,4,Pasivo,true,true,
233550,Servicios públicos,2335,4,Pasivo,true,true,
233555,Seguros,2335,4,Pasivo,true,true,
233560,Gastos de viaje,2335,4,Pasivo,true,true,
233565,Gastos de representación y relaciones públicas,2335,4,Pasivo,true,true,
233570,Servicios aduaneros,2335,4,Pasivo,true,true,
233595,Otros,2335,4,Pasivo,true,true,
2340,Instalamentos por pagar,23,3,Pasivo,true,true,
2345,Acreedores oficiales,23,3,Pasivo,true,true,
2350,Regalías por pagar,23,3,Pasivo,true,true,
2355,Deudas con accionistas o socios,23,3,Pasivo,false,true,
235505,Accionistas,2355,4,Pasivo,true,true,
235510,Socios,2355,4,Pasivo,true,true,
2357,Deudas con directores,23,3,Pasivo,true,true,
2360,Dividendos o participaciones por pagar,23,3,Pasivo,false,true,
236005,Dividendos,2360,4,Pasivo,true,true,
236010,Participaciones,2360,4,Pasivo,true,true,
2365,Retención en la fuente,23,3,Pasivo,false,true,
236505,Salarios y pagos laborales,2365,4,Pasivo,true,true,
236510,Dividendos y/o participaciones,2365,4,Pasivo,true,true,
236515,Honorarios,2365,4,Pasivo,true,true,
236520,Comisiones,2365,4,Pasivo,true,true,
236525,Servicios,2365,4,Pasivo,true,true,
236530,Arrendamientos,2365,4,Pasivo,true,true,
236535,Rendimientos financieros,2365,4,Pasivo,true,true,
236540,Compras,2365,4,Pasivo,true,true,
236545,"Loterías, rifas, apuestas y similares",2365,4,Pasivo,true,true,
236550,Por pagos al exterior,2365,4,Pasivo,true,true,
236555,Por ingresos obtenidos en el exterior,2365,4,Pasivo,true,true,
236560,"Enajenación propiedades planta y equipo, personas naturales",2365,4,Pasivo,true,true,
236565,Por impuesto de timbre,2365,4,Pasivo,true,true,
236570,Otras retenciones y patrimonio,2365,4,Pasivo,true,true,
236575,Autorretenciones,2365,4,Pasivo,true,true,
2367,Impuesto a las ventas retenido,23,3,Pasivo,true,true,
2368,Impuesto de industria y comercio retenido,23,3,Pasivo,true,true,
2370,Retenciones y aportes de nómina,23,3,Pasivo,false,true,
237005,"Aportes a entidades promotoras de salud, EPS",2370,4,Pasivo,true,true,
237006,"Aportes a administradoras de riesgos profesionales, ARP",2370,4,Pasivo,true,true,
237010,"Aportes al ICBF, SENA y cajas de compensación",2370,4,Pasivo,true,true,
237015,Aportes al FIC,2370,4,Pasivo,true,true,
237025,Embargos judiciales,2370,4,Pasivo,true,true,
237030,Libranzas,2370,4,Pasivo,true,true,
237035,Sindicatos,2370,4,Pasivo,true,true,
237040,Cooperativas,2370,4,Pasivo,true,true,
237045,Fondos,2370,4,Pasivo,true,true,
237095,Otros,2370,4,Pasivo,true,true,
2375,Cuotas por devolver,23,3,Pasivo,true,true,
2380,Acreedores varios,23,3,Pasivo,false,true,
238005,Depositarios,2380,4,Pasivo,true,true,
238010,Comisionistas de bolsas,2380,4,Pasivo,true,true,
238015,Sociedad administradora-Fondos de inversión,2380,4,Pasivo,true,true,
238020,Reintegros por pagar,2380,4,Pasivo,true,true,
238025,Fondo de perseverancia,2380,4,Pasivo,true,true,
238030,Fondos de cesantías y/o pensiones,2380,4,Pasivo,true,true,
238035,Donaciones asignadas por pagar,2380,4,Pasivo,true,true,
238095,Otros,2380,4,Pasivo,true,true,
24,"Impuestos, gravámenes y tasas",2,2,Pasivo,false,true,
2404,De renta y complementarios,24,3,Pasivo,false,true,
240405,Vigencia fiscal corriente,2404,4,Pasivo,true,true,
240410,Vigencias fiscales anteriores,2404,4,Pasivo,true,true,
2408,Impuesto sobre las ventas por pagar,24,3,Pasivo,true,true,
2412,De industria y comercio,24,3,Pasivo,false,true,
241205,Vigencia fiscal corriente,2412,4,Pasivo,true,true,
241210,Vigencias fiscales anteriores,2412,4,Pasivo,true,true,
2416,A la propiedad raíz,24,3,Pasivo,true,true,
2420,Derechos sobre instrumentos públicos,24,3,Pasivo,true,true,
2424,De valorización,24,3,Pasivo,false,true,
242405,Vigencia fiscal corriente,2424,4,Pasivo,true,true,
242410,Vigencias fiscales anteriores,2424,4,Pasivo,true,true,
2428,De turismo,24,3,Pasivo,true,true,
2432,Tasa por utilización de puertos,24,3,Pasivo,true,true,
2436,De vehículos,24,3,Pasivo,false,true,
243605,Vigencia fiscal corriente,2436,4,Pasivo,true,true,
243610,Vigencias fiscales anteriores,2436,4,Pasivo,true,true,
2440,De espectáculos públicos,24,3,Pasivo,true,true,
2444,De hidrocarburos y minas,24,3,Pasivo,false,true,
244405,De hidrocarburos,2444,4,Pasivo,true,true,
244410,De minas,2444,4,Pasivo,true,true,
2448,Regalías e impuestos a la pequeña y mediana minería,24,3,Pasivo,true,true,
2452,A las exportaciones cafeteras,24,3,Pasivo,true,true,
2456,A las importaciones,24,3,Pasivo,true,true,
2460,Cuotas de fomento,24,3,Pasivo,true,true,
2464,"De licores, cervezas y cigarrillos",24,3,Pasivo,false,true,
246405,De licores,2464,4,Pasivo,true,true,
246410,De cervezas,2464,4,Pasivo,true,true,
246415,De cigarrillos,2464,4,Pasivo,true,true,
2468,Al sacrificio de ganado,24,3,Pasivo,true,true,
2472,Al azar y juegos,24,3,Pasivo,true,true,
2476,Gravámenes y regalías por utilización del suelo,24,3,Pasivo,true,true,
2495,Otros,24,3,Pasivo,true,true,
25,Obligaciones laborales,2,2,Pasivo,false,true,
2505,Salarios por pagar,25,3,Pasivo,true,true,
2510,Cesantías consolidadas,25,3,Pasivo,false,true,
251005,Ley laboral anterior,2510,4,Pasivo,true,true,
251010,Ley 50 de 1990 y normas posteriores,2510,4,Pasivo,true,true,
2515,Intereses sobre cesantías,25,3,Pasivo,true,true,
2520,Prima de servicios,25,3,Pasivo,true,true,
2525,Vacaciones consolidadas,25,3,Pasivo,true,true,
2530,Prestaciones extralegales,25,3,Pasivo,false,true,
253005,Primas,2530,4,Pasivo,true,true,
253010,Auxilios,2530,4,Pasivo,true,true,
253015,Dotación y suministro a trabajadores,2530,4,Pasivo,true,true,
253020,Bonificaciones,2530,4,Pasivo,true,true,
253025,Seguros,2530,4,Pasivo,true,true,
253095,Otras,2530,4,Pasivo,true,true,
2532,Pensiones por pagar,25,3,Pasivo,true,true,
2535,Cuotas partes pensiones de jubilación,25,3,Pasivo,true,true,
2540,Indemnizaciones laborales,25,3,Pasivo,true,true,
26,Pasivos estimados y provisiones,2,2,Pasivo,false,true,
2605,Para costos y gastos,26,3,Pasivo,false,true,
260505,Intereses,2605,4,Pasivo,true,true,
260510,Comisiones,2605,4,Pasivo,true,true,
260515,Honorarios,2605,4,Pasivo,true,true,
260520,Servicios técnicos,2605,4,Pasivo,true,true,
260525,"Transportes, fletes y acarreos",2605,4,Pasivo,true,true,
260530,Gastos de viaje,2605,4,Pasivo,true,true,
260535,Servicios públicos,2605,4,Pasivo,true,true,
260540,Regalías,2605,4,Pasivo,true,true,
260545,Garantías,2605,4,Pasivo,true,true,
260550,Materiales y repuestos,2605,4,Pasivo,true,true,
260595,Otros,2605,4,Pasivo,true,true,
2610,Para obligaciones laborales,26,3,Pasivo,false,true,
261005,Cesantías,2610,4,Pasivo,true,true,
261010,Intereses sobre cesantías,2610,4,Pasivo,true,true,
261015,Vacaciones,2610,4,Pasivo,true,true,
261020,Prima de servicios,2610,4,Pasivo,true,true,
261025,Prestaciones extralegales,2610,4,Pasivo,true,true,
261030,Viáticos,2610,4,Pasivo,true,true,
261095,Otras,2610,4,Pasivo,true,true,
2615,Para obligaciones fiscales,26,3,Pasivo,false,true,
261505,De renta y complementarios,2615,4,Pasivo,true,true,
261510,De industria y comercio,2615,4,Pasivo,true,true,
261515,Tasa por utilización de puertos,2615,4,Pasivo,true,true,
261520,De vehículos,2615,4,Pasivo,true,true,
261525,De hidrocarburos y minas,2615,4,Pasivo,true,true,
261595,Otros,2615,4,Pasivo,true,true,
2620,Pensiones de jubilación,26,3,Pasivo,false,true,
262005,Cálculo actuarial pensiones de jubilación,2620,4,Pasivo,true,true,
262010,Pensiones de jubilación por amortizar (DB),2620,4,Pasivo,true,true,
2625,Para obras de urbanismo,26,3,Pasivo,false,true,
262505,Acueducto y alcantarillado,2625,4,Pasivo,true,true,
262510,Energía eléctrica,2625,4,Pasivo,true,true,
262515,Teléfonos,2625,4,Pasivo,true,true,
262595,Otros,2625,4,Pasivo,true,true,
2630,Para mantenimiento y reparaciones,26,3,Pasivo,false,true,
263005,Terrenos,2630,4,Pasivo,true,true,
263010,Construcciones y edificaciones,2630,4,Pasivo,true,true,
263015,Maquinaria y equipo,2630,4,Pasivo,true,true,
263020,Equipo de oficina,2630,4,Pasivo,true,true,
263025,Equipo de computación y comunicación,2630,4,Pasivo,true,true,
263030,Equipo médico-científico,2630,4,Pasivo,true,true,
263035,Equipo de hoteles y restaurantes,2630,4,Pasivo,true,true,
263040,Flota y equipo de transporte,2630,4,Pasivo,true,true,
263045,Flota y equipo fluvial y/o marítimo,2630,4,Pasivo,true,true,
263050,Flota y equipo aéreo,2630,4,Pasivo,true,true,
263055,Flota y equipo férreo,2630,4,Pasivo,true,true,
263060,"Acueductos, plantas y redes",2630,4,Pasivo,true,true,
263065,Armamento de vigilancia,2630,4,Pasivo,true,true,
263070,Envases y empaques,2630,4,Pasivo,true,true,
263075,Plantaciones agrícolas y forestales,2630,4,Pasivo,true,true,
263080,Vías de comunicación,2630,4,Pasivo,true,true,
263085,Pozos artesianos,2630,4,Pasivo,true,true,
263095,Otros,2630,4,Pasivo,true,true,
2635,Para contingencias,26,3,Pasivo,false,true,
263505,Multas y sanciones autoridades administrativas,2635,4,Pasivo,true,true,
263510,Intereses por multas y sanciones,2635,4,Pasivo,true,true,
263515,Reclamos,2635,4,Pasivo,true,true,
263520,Laborales,2635,4,Pasivo,true,true,
263525,Civiles,2635,4,Pasivo,true,true,
263530,Penales,2635,4,Pasivo,true,true,
263535,Administrativos,2635,4,Pasivo,true,true,
263540,Comerciales,2635,4,Pasivo,true,true,
263595,Otras,2635,4,Pasivo,true,true,
2640,Para obligaciones de garantías,26,3,Pasivo,true,true,
2695,Provisiones diversas,26,3,Pasivo,false,true,
269505,Para beneficencia,2695,4,Pasivo,true,true,
269510,Para comunicaciones,2695,4,Pasivo,true,true,
269515,Para pérdida en transporte,2695,4,Pasivo,true,true,
269520,Para operación,2695,4,Pasivo,true,true,
269525,Para protección de bienes agotables,2695,4,Pasivo,true,true,
269530,Para ajustes en redención de unidades,2695,4,Pasivo,true,true,
269535,Autoseguro,2695,4,Pasivo,true,true,
269540,Planes y programas de reforestación y electrificación,2695,4,Pasivo,true,true,
269595,Otras,2695,4,Pasivo,true,true,
27,Diferidos,2,2,Pasivo,false,true,
2705,Ingresos recibidos por anticipado,27,3,Pasivo,false,true,
270505,Intereses,2705,4,Pasivo,true,true,
270510,Comisiones,2705,4,Pasivo,true,true,
270515,Arrendamientos,2705,4,Pasivo,true,true,
270520,Honorarios,2705,4,Pasivo,true,true,
270525,Servicios técnicos,2705,4,Pasivo,true,true,
270530,De suscriptores,2705,4,Pasivo,true,true,
270535,"Transportes, fletes y acarreos",2705,4,Pasivo,true,true,
270540,Mercancía en tránsito ya vendida,2705,4,Pasivo,true,true,
270545,Matrículas y pensiones,2705,4,Pasivo,true,true,
270550,Cuotas de administración,2705,4,Pasivo,true,true,
270595,Otros,2705,4,Pasivo,true,true,
2710,Abonos diferidos,27,3,Pasivo,false,true,
271005,Reajuste del sistema,2710,4,Pasivo,true,true,
2715,Utilidad diferida en ventas a plazos,27,3,Pasivo,true,true,
2720,Crédito por corrección monetaria diferida,27,3,Pasivo,true,true,
2725,Impuestos diferidos,27,3,Pasivo,false,true,
272505,Por depreciación flexible,2725,4,Pasivo,true,true,
272595,Diversos,2725,4,Pasivo,true,true,
272599,Ajustes por inflación,2725,4,Pasivo,true,true,
28,Otros pasivos,2,2,Pasivo,false,true,
2805,Anticipos y avances recibidos,28,3,Pasivo,false,true,
280505,De clientes,2805,4,Pasivo,true,true,
280510,Sobre contratos,2805,4,Pasivo,true,true,
280515,Para obras en proceso,2805,4,Pasivo,true,true,
280595,Otros,2805,4,Pasivo,true,true,
2810,Depósitos recibidos,28,3,Pasivo,false,true,
281005,Para futura suscripción de acciones,2810,4,Pasivo,true,true,
281010,Para futuro pago de cuotas o derechos sociales,2810,4,Pasivo,true,true,
281015,Para garantía en la prestación de servicios,2810,4,Pasivo,true,true,
281020,Para garantía de contratos,2810,4,Pasivo,true,true,
281025,De licitaciones,2810,4,Pasivo,true,true,
281030,De manejo de bienes,2810,4,Pasivo,true,true,
281035,Fondo de reserva,2810,4,Pasivo,true,true,
281095,Otros,2810,4,Pasivo,true,true,
2815,Ingresos recibidos para terceros,28,3,Pasivo,false,true,
281505,Valores recibidos para terceros,2815,4,Pasivo,true,true,
281510,Venta por cuenta de terceros,2815,4,Pasivo,true,true,
2820,Cuentas de operación conjunta,28,3,Pasivo,true,true,
2825,Retenciones a terceros sobre contratos,28,3,Pasivo,false,true,
282505,Cumplimiento obligaciones laborales,2825,4,Pasivo,true,true,
282510,Para estabilidad de obra,2825,4,Pasivo,true,true,
282515,Garantía cumplimiento de contratos,2825,4,Pasivo,true,true,
2830,Embargos judiciales,28,3,Pasivo,false,true,
283005,Indemnizaciones,2830,4,Pasivo,true,true,
283010,Depósitos judiciales,2830,4,Pasivo,true,true,
2835,Acreedores del sistema,28,3,Pasivo,false,true,
283505,Cuotas netas,2835,4,Pasivo,true,true,
283510,Grupos en formación,2835,4,Pasivo,true,true,
2840,Cuentas en participación,28,3,Pasivo,true,true,
2895,Diversos,28,3,Pasivo,false,true,
289505,Préstamos de productos,2895,4,Pasivo,true,true,
289510,Reembolso de costos exploratorios,2895,4,Pasivo,true,true,
289515,Programa de extensión agropecuaria,2895,4,Pasivo,true,true,
29,Bonos y papeles comerciales,2,2,Pasivo,false,true,
2905,Bonos en circulación,29,3,Pasivo,true,true,
2910,Bonos obligatoriamente convertibles en acciones,29,3,Pasivo,true,true,
2915,Papeles comerciales,29,3,Pasivo,true,true,
2920,Bonos pensionales,29,3,Pasivo,false,true,
292005,Valor bonos pensionales,2920,4,Pasivo,true,true,
292010,Bonos pensionales por amortizar (DB),2920,4,Pasivo,true,true,
292015,Intereses causados sobre bonos pensionales,2920,4,Pasivo,true,true,
2925,Títulos pensionales,29,3,Pasivo,false,true,
292505,Valor títulos pensionales,2925,4,Pasivo,true,true,
292510,Títulos pensionales por amortizar (DB),2925,4,Pasivo,true,true,
292515,Intereses causados sobre títulos pensionales,2925,4,Pasivo,true,true,
3,Patrimonio,,1,Patrimonio,false,true,
31,Capital social,3,2,Patrimonio,false,true,
3105,Capital suscrito y pagado,31,3,Patrimonio,false,true,
310505,Capital autorizado,3105,4,Patrimonio,true,true,
310510,Capital por suscribir (DB),3105,4,Patrimonio,true,true,
310515,Capital suscrito por cobrar (DB),3105,4,Patrimonio,true,true,
3115,Aportes sociales,31,3,Patrimonio,false,true,
311505,Cuotas o partes de interés social,3115,4,Patrimonio,true,true,
